delivery_id,format,match_id,delivery_str,innings,over_num,ball_in_over,bowler,bowler_id,bowling_style,right_armed_bowl,batter,batter_id,right_handed_bat,non_striker,non_striker_id,matchup,ball_speed_ms,ball_speed_kmh,pitch_x,pitch_y,stumps_x,stumps_y,field_x,field_y,lateral_swing,stumps_off_centre,pitch_off_centre,length_from_batter,delivery_type,height_class,ball_age_overs,ball_age_since_replacement,ball_id_within_innings,ball_phase,ball_type,is_new_ball_period,runs,batter_runs,bowler_runs,extras,is_wide,is_no_ball,is_leg_bye,is_bye,dismissal_details,batter_is_right,bowler_is_right,has_pitch_xy,has_stumps_xy,has_speed,has_trajectory,venue,city,country,match_date,temperature_c,humidity_pct,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,precipitation_mm,pressure_hpa,pitch_type,pitch_condition,venue_join_confidence,weather_available,ball_num_seq
IPL_Men_14_1.8.6,IPL_Men,14,1.8.6,1,8,6,Albie Morkel,26,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,31.261,112.5396,-0.717,7.541,-0.67,1.044,34.0,12.0,0.04699999999999993,0.67,0.717,12.579,full,waist,9.0,9.0,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.8.7,IPL_Men,14,1.8.7,1,8,7,Albie Morkel,26,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,36.359,130.8924,-0.453,13.552,0.287,2.156,5.0,5.0,0.74,0.287,0.453,6.568000000000001,short,head,9.166666666666666,9.166666666666666,A,middle,Kookaburra_Pink,1,1.0,0,1,Wd,1,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.8.8,IPL_Men,14,1.8.8,1,8,8,Albie Morkel,26,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,34.441,123.98760000000001,-0.452,9.554,-0.235,1.018,28.0,40.0,0.21700000000000003,0.235,0.452,10.566,good_length,waist,9.333333333333334,9.333333333333334,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.9.1,IPL_Men,14,1.9.1,1,9,1,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,24.945,89.802,0.273,4.107,0.162,0.555,31.0,93.0,-0.11100000000000002,0.162,0.273,16.013,yorker,hip,9.166666666666666,9.166666666666666,A,middle,Kookaburra_Pink,1,6.0,6,6,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.9.2,IPL_Men,14,1.9.2,1,9,2,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,25.688,92.4768,0.234,4.011,-0.431,0.972,31.0,92.0,-0.665,0.431,0.234,16.109,yorker,waist,9.333333333333334,9.333333333333334,A,middle,Kookaburra_Pink,1,6.0,6,6,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.9.3,IPL_Men,14,1.9.3,1,9,3,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,25.859,93.09240000000001,0.132,5.299,0.34,0.52,23.0,41.0,0.20800000000000002,0.34,0.132,14.821000000000002,yorker,knee,9.5,9.5,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.9.4,IPL_Men,14,1.9.4,1,9,4,Suresh Raina,14,OFF_SPIN,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,25.46,91.656,-0.013,6.191,0.164,0.332,70.0,42.0,0.17700000000000002,0.164,0.013,13.929000000000002,full,knee,9.666666666666666,9.666666666666666,A,middle,Kookaburra_Pink,1,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.9.5,IPL_Men,14,1.9.5,1,9,5,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,25.077,90.27720000000001,-0.352,6.635,-0.356,0.726,5.0,5.0,-0.0040000000000000036,0.356,0.352,13.485000000000001,full,hip,9.833333333333334,9.833333333333334,A,middle,Kookaburra_Pink,1,1.0,0,1,Wd,1,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.9.6,IPL_Men,14,1.9.6,1,9,6,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,26.052,93.7872,-0.009,7.581,0.344,0.477,27.0,90.0,0.353,0.344,0.009,12.539000000000001,full,knee,10.0,10.0,A,middle,Kookaburra_Pink,1,6.0,6,6,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.9.7,IPL_Men,14,1.9.7,1,9,7,Suresh Raina,14,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,27.771,99.9756,0.087,6.489,0.295,0.435,46.0,28.0,0.208,0.295,0.087,13.631,full,knee,10.166666666666666,10.166666666666666,A,middle,Kookaburra_Pink,1,0.0,0,0,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.10.1,IPL_Men,14,1.10.1,1,10,1,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,36.15,130.14,-0.519,6.587,-0.401,0.401,5.0,5.0,0.118,0.401,0.519,13.533000000000001,full,knee,10.166666666666666,10.166666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.10.2,IPL_Men,14,1.10.2,1,10,2,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,36.63,131.86800000000002,-0.013,6.243,0.268,0.708,79.0,15.0,0.281,0.268,0.013,13.877,full,hip,10.333333333333334,10.333333333333334,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.10.3,IPL_Men,14,1.10.3,1,10,3,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,32.669,117.60839999999999,0.271,9.275,0.052,1.188,69.0,32.0,-0.21900000000000003,0.052,0.271,10.845,good_length,chest,10.5,10.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.10.4,IPL_Men,14,1.10.4,1,10,4,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,35.78,128.80800000000002,-0.139,6.439,0.153,0.549,85.0,16.0,0.29200000000000004,0.153,0.139,13.681000000000001,full,knee,10.666666666666666,10.666666666666666,A,middle,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.10.5,IPL_Men,14,1.10.5,1,10,5,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,35.277,126.9972,-0.396,7.604,-0.218,0.884,52.0,42.0,0.17800000000000002,0.218,0.396,12.516000000000002,full,waist,10.833333333333334,10.833333333333334,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.10.6,IPL_Men,14,1.10.6,1,10,6,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,35.524,127.88640000000001,-0.643,7.798,-0.723,0.96,5.0,5.0,-0.07999999999999996,0.723,0.643,12.322000000000001,full,waist,11.0,11.0,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.11.1,IPL_Men,14,1.11.1,1,11,1,Albie Morkel,26,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,33.097,119.14920000000001,-0.394,7.454,-0.125,0.724,20.0,61.0,0.269,0.125,0.394,12.666,full,hip,11.166666666666666,11.166666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.11.2,IPL_Men,14,1.11.2,1,11,2,Albie Morkel,26,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,,,,,,,14.0,53.0,,,,,unknown,unknown,11.333333333333334,11.333333333333334,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,0,0,0,0,,,,,,,,,,,,,,,,2
IPL_Men_14_1.11.3,IPL_Men,14,1.11.3,1,11,3,Albie Morkel,26,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,35.19,126.684,-0.345,12.534,0.341,1.401,13.0,49.0,0.6859999999999999,0.341,0.345,7.586,short_of_length,chest,11.5,11.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.11.4,IPL_Men,14,1.11.4,1,11,4,Albie Morkel,26,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,36.901,132.8436,-0.649,9.04,-0.586,0.796,5.0,5.0,0.06300000000000006,0.586,0.649,11.080000000000002,good_length,hip,11.666666666666666,11.666666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.11.5,IPL_Men,14,1.11.5,1,11,5,Albie Morkel,26,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,36.23,130.428,-0.391,7.543,-0.2,0.737,14.0,18.0,0.191,0.2,0.391,12.577000000000002,full,hip,11.833333333333334,11.833333333333334,A,middle,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.11.6,IPL_Men,14,1.11.6,1,11,6,Albie Morkel,26,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,38.528,138.7008,-0.15,3.791,-0.034,0.392,71.0,71.0,0.11599999999999999,0.034,0.15,16.329,yorker,knee,12.0,12.0,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.12.1,IPL_Men,14,1.12.1,1,12,1,Shadab Jakati,10,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,23.497,84.5892,-0.08,4.129,-0.131,0.595,18.0,67.0,-0.051000000000000004,0.131,0.08,15.991000000000001,yorker,hip,12.166666666666666,12.166666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.12.2,IPL_Men,14,1.12.2,1,12,2,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,27.26,98.13600000000001,-0.53,4.02,-0.61,0.52,5.0,5.0,-0.07999999999999996,0.61,0.53,16.1,yorker,knee,12.333333333333334,12.333333333333334,A,middle,Kookaburra_Pink,0,5.0,0,5,Wd,1,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.12.3,IPL_Men,14,1.12.3,1,12,3,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,23.774,85.58640000000001,0.335,4.584,0.457,0.49,12.0,50.0,0.122,0.457,0.335,15.536000000000001,yorker,knee,12.5,12.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.12.4,IPL_Men,14,1.12.4,1,12,4,Shadab Jakati,10,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,23.922,86.1192,-0.107,5.264,-0.036,0.618,17.0,52.0,0.07100000000000001,0.036,0.107,14.856000000000002,yorker,hip,12.666666666666666,12.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.12.5,IPL_Men,14,1.12.5,1,12,5,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,24.084,86.7024,0.988,5.904,0.888,0.7,93.0,26.0,-0.09999999999999998,0.888,0.988,14.216000000000001,full,hip,12.833333333333334,12.833333333333334,A,middle,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.12.6,IPL_Men,14,1.12.6,1,12,6,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,26.762,96.34320000000001,0.08,2.825,-0.094,0.617,25.0,72.0,-0.174,0.094,0.08,17.295,yorker,hip,13.0,13.0,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.12.7,IPL_Men,14,1.12.7,1,12,7,Shadab Jakati,10,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,23.158,83.36880000000001,-0.05,4.224,-0.125,0.607,33.0,69.0,-0.075,0.125,0.05,15.896,yorker,hip,13.166666666666666,13.166666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.13.1,IPL_Men,14,1.13.1,1,13,1,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,29.041,104.5476,-0.304,7.15,-0.07,0.789,84.0,30.0,0.23399999999999999,0.07,0.304,12.97,full,hip,13.166666666666666,13.166666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.13.2,IPL_Men,14,1.13.2,1,13,2,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,37.643,135.5148,0.589,,0.581,0.357,88.0,56.0,-0.008000000000000007,0.581,0.589,,unknown,knee,13.333333333333334,13.333333333333334,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,0,1,1,0,,,,,,,,,,,,,,,,2
IPL_Men_14_1.13.3,IPL_Men,14,1.13.3,1,13,3,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,37.12,133.632,-0.377,2.547,-0.303,0.362,27.0,74.0,0.07400000000000001,0.303,0.377,17.573,yorker,knee,13.5,13.5,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.13.4,IPL_Men,14,1.13.4,1,13,4,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,38.616,139.01760000000002,0.334,3.605,0.27,0.255,82.0,46.0,-0.064,0.27,0.334,16.515,yorker,below_knee,13.666666666666666,13.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.13.5,IPL_Men,14,1.13.5,1,13,5,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,29.764,107.1504,-0.619,8.388,-0.424,0.987,34.0,29.0,0.195,0.424,0.619,11.732000000000001,good_length,waist,13.833333333333334,13.833333333333334,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.13.6,IPL_Men,14,1.13.6,1,13,6,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,30.299,109.0764,-0.462,7.37,-0.258,0.641,5.0,5.0,0.20400000000000001,0.258,0.462,12.75,full,hip,14.0,14.0,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.14.1,IPL_Men,14,1.14.1,1,14,1,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,23.221,83.5956,0.713,5.425,0.372,0.754,67.0,28.0,-0.34099999999999997,0.372,0.713,14.695,yorker,hip,14.166666666666666,14.166666666666666,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.14.2,IPL_Men,14,1.14.2,1,14,2,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,25.876,93.15360000000001,0.215,1.778,0.187,0.381,34.0,94.0,-0.027999999999999997,0.187,0.215,18.342000000000002,full_toss,knee,14.333333333333334,14.333333333333334,A,middle,Kookaburra_Pink,0,6.0,6,6,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.14.3,IPL_Men,14,1.14.3,1,14,3,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,23.069,83.0484,0.325,5.592,0.123,0.742,8.0,73.0,-0.202,0.123,0.325,14.528000000000002,full,hip,14.5,14.5,A,middle,Kookaburra_Pink,0,6.0,6,6,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.14.4,IPL_Men,14,1.14.4,1,14,4,Shadab Jakati,10,SEAM,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,24.051,86.58359999999999,0.792,5.319,0.497,0.832,84.0,28.0,-0.29500000000000004,0.497,0.792,14.801000000000002,yorker,waist,14.666666666666666,14.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,False,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.14.5,IPL_Men,14,1.14.5,1,14,5,Shadab Jakati,10,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,24.658,88.76880000000001,-0.124,5.12,-0.108,0.71,41.0,22.0,0.016,0.108,0.124,15.0,yorker,hip,14.833333333333334,14.833333333333334,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.14.6,IPL_Men,14,1.14.6,1,14,6,Shadab Jakati,10,SEAM,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,24.753,89.1108,0.121,2.526,0.266,0.525,53.0,40.0,0.14500000000000002,0.266,0.121,17.594,yorker,knee,15.0,15.0,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.15.1,IPL_Men,14,1.15.1,1,15,1,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,31.854,114.6744,0.59,5.842,0.551,0.559,34.0,95.0,-0.038999999999999924,0.551,0.59,14.278000000000002,full,hip,15.166666666666666,15.166666666666666,A,middle,Kookaburra_Pink,0,6.0,6,6,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.15.2,IPL_Men,14,1.15.2,1,15,2,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,37.769,135.9684,0.085,,0.102,0.141,34.0,83.0,0.016999999999999987,0.102,0.085,,unknown,below_knee,15.333333333333334,15.333333333333334,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,0,1,1,0,,,,,,,,,,,,,,,,2
IPL_Men_14_1.15.3,IPL_Men,14,1.15.3,1,15,3,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,37.011,133.23960000000002,-0.45,0.801,-0.448,0.138,5.0,5.0,0.0020000000000000018,0.448,0.45,19.319000000000003,full_toss,below_knee,15.5,15.5,A,middle,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.15.4,IPL_Men,14,1.15.4,1,15,4,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,35.116,126.41760000000001,-0.269,1.744,-0.214,0.254,12.0,36.0,0.05500000000000002,0.214,0.269,18.376,full_toss,below_knee,15.666666666666666,15.666666666666666,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.15.5,IPL_Men,14,1.15.5,1,15,5,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,38.913,140.08679999999998,-0.423,2.538,-0.385,0.308,5.0,5.0,0.03799999999999998,0.385,0.423,17.582,yorker,knee,15.833333333333334,15.833333333333334,A,middle,Kookaburra_Pink,0,1.0,0,1,Wd,1,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.15.6,IPL_Men,14,1.15.6,1,15,6,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,36.241,130.4676,0.112,2.67,0.241,0.355,31.0,72.0,0.129,0.241,0.112,17.450000000000003,yorker,knee,16.0,16.0,A,middle,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.15.7,IPL_Men,14,1.15.7,1,15,7,Dwayne Bravo,25,MEDIUM_SEAM,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,37.214,133.9704,-0.477,6.579,-0.408,0.552,94.0,35.0,0.069,0.408,0.477,13.541,full,hip,16.166666666666668,16.166666666666668,A,middle,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.16.1,IPL_Men,14,1.16.1,1,16,1,Ravichandran Ashwin,8,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,23.694,85.2984,0.397,3.675,0.519,0.632,68.0,46.0,0.122,0.519,0.397,16.445,yorker,hip,16.166666666666668,16.166666666666668,A,death,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.16.2,IPL_Men,14,1.16.2,1,16,2,Ravichandran Ashwin,8,OFF_SPIN,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,25.845,93.042,-0.515,1.272,-0.633,0.294,36.0,7.0,-0.118,0.633,0.515,18.848000000000003,full_toss,below_knee,16.333333333333332,16.333333333333332,A,death,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.16.3,IPL_Men,14,1.16.3,1,16,3,Ravichandran Ashwin,8,OFF_SPIN,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,24.267,87.3612,0.263,7.433,0.035,0.631,88.0,52.0,-0.228,0.035,0.263,12.687000000000001,full,hip,16.5,16.5,A,death,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,3
IPL_Men_14_1.16.4,IPL_Men,14,1.16.4,1,16,4,Ravichandran Ashwin,8,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,26.526,95.4936,0.693,3.439,0.773,0.363,94.0,47.0,0.08000000000000007,0.773,0.693,16.681,yorker,knee,16.666666666666668,16.666666666666668,A,death,Kookaburra_Pink,0,4.0,4,4,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,4
IPL_Men_14_1.16.5,IPL_Men,14,1.16.5,1,16,5,Ravichandran Ashwin,8,OFF_SPIN,1.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_RA,21.291,76.6476,0.434,6.244,0.585,0.894,60.0,21.0,0.15099999999999997,0.585,0.434,13.876000000000001,full,waist,16.833333333333332,16.833333333333332,A,death,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,False,True,1,1,1,1,,,,,,,,,,,,,,,,5
IPL_Men_14_1.16.6,IPL_Men,14,1.16.6,1,16,6,Ravichandran Ashwin,8,OFF_SPIN,1.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_RA,26.241,94.4676,-0.05,3.793,-0.246,0.507,64.0,79.0,-0.196,0.246,0.05,16.327,yorker,knee,17.0,17.0,A,death,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,True,1,1,1,1,,,,,,,,,,,,,,,,6
IPL_Men_14_1.17.1,IPL_Men,14,1.17.1,1,17,1,Ravindra Jadeja,9,ORTHODOX,0.0,Virat Kohli,164,1.0,Chris Gayle,236,RH_vs_LA,27.233,98.03880000000001,0.196,1.726,0.294,0.334,77.0,63.0,0.09799999999999998,0.294,0.196,18.394000000000002,full_toss,knee,17.166666666666668,17.166666666666668,A,death,Kookaburra_Pink,0,1.0,1,1,,0,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,1
IPL_Men_14_1.17.2,IPL_Men,14,1.17.2,1,17,2,Ravindra Jadeja,9,ORTHODOX,0.0,Chris Gayle,236,0.0,Virat Kohli,164,LH_vs_LA,28.912,104.0832,0.676,3.167,0.656,0.463,0.0,0.0,-0.020000000000000018,0.656,0.676,16.953000000000003,yorker,knee,17.333333333333332,17.333333333333332,A,death,Kookaburra_Pink,0,0.0,0,0,,0,0,0,0,c Dwayne Bravo b Ravindra Jadeja,False,False,1,1,1,1,,,,,,,,,,,,,,,,2
IPL_Men_14_1.17.3,IPL_Men,14,1.17.3,1,17,3,Ravindra Jadeja,9,ORTHODOX,0.0,Virat Kohli,164,1.0,AB de Villiers,233,RH_vs_LA,23.247,83.6892,0.676,3.167,0.656,0.463,5.0,5.0,-0.020000000000000018,0.656,0.676,16.953000000000003,yorker,knee,17.5,17.5,A,death,Kookaburra_Pink,0,1.0,0,1,Wd,1,0,0,0,,True,False,1,1,1,1,,,,,,,,,,,,,,,,3
