bowler_id,bowler_name,bowling_style,is_right_armed,career_deliveries,career_wide_rate,career_no_ball_rate,formats_played,career_avg_speed_kmh,career_speed_std,career_speed_min,career_speed_max,career_speed_q25,career_speed_q75,career_speed_samples,career_speed_cv,career_avg_pitch_x,career_avg_pitch_y,career_pitch_x_std,career_pitch_y_std,career_avg_stumps_x,career_avg_stumps_y,career_avg_lateral_swing,career_swing_std,career_traj_samples,dtype_pct_full,dtype_pct_full_toss,dtype_pct_good_length,dtype_pct_short,dtype_pct_short_of_length,dtype_pct_unknown,dtype_pct_yorker,avg_speed_death,avg_speed_mid,avg_speed_pp
1180,Pieter Seelaar,unknown,0.0,282,0.00355,0.0,IPL_Men,83.41193,5.61471,71.6436,102.24,78.8724,87.462,242.0,0.0673,0.12041,4.55639,0.362,1.59993,0.10254,0.57943,-0.01788,0.22582,237.0,0.23759,0.05319,0.01418,0.0,0.0,0.0461,0.64894,83.02636,84.72286,129.56412
1181,Michael Swart,unknown,0.0,64,0.0,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
1182,John Mooney,unknown,0.0,492,0.02642,0.0,IPL_Men,125.67594,5.13615,105.174,136.7892,123.8724,128.8881,366.0,0.0409,-0.33984,6.97981,0.39199,2.23406,-0.11259,0.75684,0.22725,0.29468,364.0,0.32724,0.02236,0.2439,0.0,0.01829,0.22358,0.16463,124.1986,126.08436,127.00467
1185,Alasdair Evans,MEDIUM_SEAM,1.0,461,0.02386,0.0,IPL_Men,130.38331,5.89859,90.2988,139.3128,128.0628,133.9056,217.0,0.0452,-0.19817,7.39082,0.35202,2.23932,-0.0579,0.87405,0.14027,0.25068,213.0,0.21692,0.00651,0.14317,0.00434,0.01952,0.53362,0.07592,129.8788,130.71511,131.84836
1200,Edgar Schiferli,unknown,0.0,72,0.0,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
1202,Hammad Azam,unknown,0.0,49,0.02041,0.0,IPL_Men,93.14175,4.71673,82.7676,124.2612,90.5796,97.596,105.0,0.0434,-0.12505,5.4521,0.25363,1.58025,-0.04709,0.70603,0.09138,0.20212,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.39757,121.7758,129.56412
1203,Chaturanga de Silva,unknown,0.0,284,0.00704,0.0,IPL_Men,87.49263,3.02789,78.2028,99.3204,85.6368,89.4546,267.0,0.0346,-0.15186,4.59379,0.17383,1.17444,-0.02334,0.62598,0.12852,0.16024,265.0,0.2007,0.01761,0.0,0.0,0.0,0.04577,0.73592,87.49223,87.49433,129.56412
1205,Khurram Khan,unknown,0.0,30,0.0,0.0,IPL_Men,85.87656,2.67009,81.198,91.4292,83.9304,86.9868,25.0,0.0311,0.1096,5.15368,0.29304,1.22912,0.13712,0.66696,0.02752,0.22738,25.0,0.36667,0.0,0.0,0.0,0.0,0.13333,0.5,85.87656,121.7758,129.56412
1207,Amjad Javed,unknown,0.0,289,0.04498,0.0,IPL_Men,126.70397,4.52154,94.4964,134.9748,124.6896,129.5568,197.0,0.0357,-0.01095,6.84686,0.35225,2.00873,0.05498,0.81922,0.06593,0.25576,195.0,0.391,0.00346,0.11765,0.0,0.02768,0.30796,0.15225,126.77847,126.55739,126.753
1212,Mohammad Naveed,MEDIUM_SEAM,1.0,471,0.02123,0.00849,IPL_Men,135.32939,3.78013,109.6452,143.0388,133.785,137.6964,223.0,0.0279,-0.27663,7.44217,0.29429,1.95818,-0.02499,0.89288,0.25164,0.19954,220.0,0.20594,0.00425,0.18259,0.0,0.00849,0.52866,0.07006,132.93307,136.13396,135.46803
1213,Nasir Aziz,unknown,0.0,91,0.0,0.0,IPL_Men,83.4909,4.93037,72.5076,102.1824,80.0964,86.112,85.0,0.0591,-0.09207,4.65392,0.28718,1.11429,-0.00906,0.60419,0.08301,0.20062,85.0,0.25275,0.0,0.0,0.0,0.0,0.0,0.74725,83.40766,85.8642,81.1674
1215,Rohan Mustafa,OFF_SPIN,1.0,340,0.00588,0.0,IPL_Men,94.38537,5.90152,86.3748,107.2836,89.9001,97.6041,44.0,0.0625,-0.14541,4.811,0.18567,1.59755,0.0635,0.66427,0.20891,0.17265,44.0,0.05294,0.01176,0.0,0.0,0.0,0.86765,0.06765,94.38537,86.56654,88.28374
1216,Shaiman Anwar,LEG_SPIN,1.0,76,0.0,0.0,IPL_Men,83.2518,4.99698,79.7184,86.7852,81.4851,85.0185,2.0,0.06,-0.217,5.875,0.07071,2.9854,0.3115,0.7455,0.5285,0.29911,2.0,0.01316,0.0,0.0,0.0,0.0,0.96053,0.02632,83.2518,86.51212,88.8083
1233,Jimmy Hansra,unknown,0.0,115,0.0087,0.0,IPL_Men,89.60299,6.02998,79.0308,113.4864,86.4216,93.15,89.0,0.0673,-0.20559,4.67191,0.32203,1.94868,-0.13436,0.64465,0.07122,0.2188,85.0,0.25217,0.06957,0.0,0.0087,0.0,0.07826,0.5913,89.42963,90.20106,129.56412
1235,Harvir Baidwan,unknown,0.0,266,0.01128,0.0,IPL_Men,125.3459,7.08063,83.5308,137.7432,123.6888,129.3012,229.0,0.0565,-0.19024,7.40999,0.20754,2.11096,-0.06374,0.78695,0.1265,0.26714,221.0,0.48496,0.01128,0.28571,0.00376,0.04887,0.04135,0.12406,122.7428,126.1267,129.63728
1237,Parth Desai,unknown,0.0,18,0.0,0.0,IPL_Men,78.8172,3.38831,73.2924,85.086,76.0761,81.441,12.0,0.043,-0.12927,5.28418,0.15491,0.53657,-0.13027,0.59745,-0.001,0.1006,11.0,0.33333,0.0,0.0,0.0,0.0,0.0,0.66667,78.24731,85.086,129.56412
1242,Henry Osinde,unknown,0.0,218,0.05963,0.00459,IPL_Men,130.21158,4.66525,107.8416,139.2408,127.3536,133.722,189.0,0.0358,-0.36547,7.51266,0.19923,2.23029,-0.35718,0.87129,0.00829,0.19824,187.0,0.39908,0.01376,0.38532,0.00917,0.02752,0.02752,0.13761,128.46967,130.27551,131.66231
1243,Hiral Patel,unknown,0.0,6,0.0,0.0,IPL_Men,87.96168,5.03821,79.1928,91.9008,88.7076,90.342,5.0,0.0573,-0.2348,5.01,0.15627,2.66836,-0.0576,0.5576,0.1772,0.1101,5.0,0.5,0.16667,0.0,0.0,0.0,0.0,0.33333,87.96168,121.7758,129.56412
1245,Rizwan Cheema,unknown,0.0,174,0.01724,0.0,IPL_Men,115.14839,5.63662,98.9496,135.2556,111.546,119.0304,149.0,0.049,-0.29238,6.23638,0.38696,1.93105,-0.17733,0.65694,0.11505,0.1758,144.0,0.56897,0.02874,0.12069,0.0,0.0,0.03448,0.24713,115.021,115.75108,129.56412
1250,Rahmat Shah,LEG_SPIN,1.0,335,0.02388,0.00299,IPL_Men,83.5322,3.6826,74.5704,93.078,82.5354,85.635,72.0,0.0441,-0.21019,4.58361,0.22917,1.56426,-0.25804,0.68921,-0.04785,0.16578,72.0,0.05672,0.00597,0.00597,0.0,0.0,0.78507,0.14627,83.27973,86.3094,88.8083
1251,Mirwais Ashraf,unknown,0.0,841,0.01308,0.0,IPL_Men,126.49779,3.78434,113.5476,139.2912,124.7652,128.7423,240.0,0.0299,-0.33795,6.88737,0.31177,1.49208,-0.04815,0.7042,0.2898,0.1539,238.0,0.1843,0.00238,0.06302,0.0,0.0,0.71463,0.03567,126.2146,127.29343,129.56412
1253,,unknown,0.0,121,0.00826,0.0,IPL_Men,83.68638,3.94708,76.9356,94.1328,80.766,85.9374,102.0,0.0472,-0.14961,5.03956,0.23236,1.10084,-0.1552,0.58319,-0.00559,0.17997,102.0,0.32231,0.00826,0.0,0.0,0.0,0.07438,0.59504,83.5676,85.08195,129.56412
1255,Chris Tremlett,unknown,0.0,72,0.01389,0.0,IPL_Men,133.8567,4.94776,111.24,142.2072,132.3792,136.791,67.0,0.037,-0.18688,7.76247,0.28206,2.30954,0.03092,0.89041,0.2178,0.23508,66.0,0.29167,0.0,0.41667,0.0,0.06944,0.01389,0.20833,132.9573,134.90194,134.898
1258,Ahmed Raza,ORTHODOX,0.0,218,0.02294,0.00459,IPL_Men,84.8975,4.39351,72.1584,100.4004,82.026,88.2459,370.0,0.0532,-0.07965,4.60936,0.27042,1.17074,-0.0592,0.64013,0.0094,0.19241,369.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.6049,86.35378,86.95849
1260,Sohaib Maqsood,unknown,0.0,55,0.01818,0.0,IPL_Men,89.87707,3.59338,82.134,96.8868,87.7509,92.2185,54.0,0.04,0.14546,5.11724,0.23709,1.68496,-0.00022,0.68565,-0.14569,0.1632,54.0,0.43636,0.03636,0.03636,0.0,0.0,0.0,0.49091,89.87707,121.7758,129.56412
1276,Hardus Viljoen,SEAM,0.0,146,0.05479,0.0,IPL_Men,134.77406,7.43199,114.8436,146.8764,128.5389,140.9868,138.0,0.0551,-0.25574,7.21086,0.39912,2.98439,-0.05302,0.81898,0.20272,0.30698,132.0,0.26712,0.0411,0.31507,0.0,0.08219,0.06164,0.23288,133.84102,135.58965,134.34543
1288,Joel Paris,unknown,0.0,92,0.02174,0.0,IPL_Men,133.21859,3.37534,118.2276,138.9492,131.4792,135.414,91.0,0.0253,0.15635,6.5138,0.24893,1.52297,-0.28238,0.90943,-0.43874,0.27524,91.0,0.56522,0.0,0.17391,0.0,0.0,0.01087,0.25,132.987,134.4108,132.56454
1293,Milinda Siriwardana,ORTHODOX,0.0,825,0.00606,0.0,IPL_Men,80.2957,4.48955,62.2188,103.3164,77.526,83.1132,627.0,0.0559,-0.09143,4.445,0.24924,1.23783,-0.13722,0.66159,-0.04578,0.20088,627.0,0.15879,0.01939,0.00364,0.0,0.0,0.22303,0.59515,80.48039,78.48391,86.95849
1295,Dhananjaya de Silva,OFF_SPIN,1.0,2207,0.00362,0.00136,IPL_Men,84.0091,5.41712,63.3888,102.6936,80.2728,87.3216,1641.0,0.0645,0.07252,4.61408,0.2693,1.13147,0.03903,0.64148,-0.03349,0.20503,1641.0,0.15315,0.00952,0.00136,0.0,0.0,0.23607,0.59991,83.55365,85.86095,86.88783
1299,Chris Jordan,FAST_SEAM,1.0,2825,0.03363,0.0046,IPL_Men,136.3344,6.839,76.194,148.4784,134.7732,139.9689,2724.0,0.0502,-0.27209,7.18744,0.32354,2.20393,-0.0436,0.84154,0.22849,0.25049,2681.0,0.44177,0.01487,0.28708,0.00071,0.04248,0.0354,0.1777,136.43889,136.03944,136.47499
1304,Ish Sodhi,LEG_SPIN,1.0,3589,0.0039,0.00028,IPL_Men,83.74325,4.11731,57.6612,128.4876,81.2448,85.9644,1641.0,0.0492,-0.07345,4.52628,0.2764,1.40491,-0.20292,0.66636,-0.12948,0.24664,1641.0,0.10281,0.01421,0.00557,0.0,0.0,0.52633,0.35107,83.60556,84.44771,83.3682
1305,Shan Masood,MEDIUM_SEAM,1.0,36,0.0,0.0,IPL_Men,114.6762,2.50996,110.952,117.0324,113.2416,116.7822,6.0,0.0219,0.1154,5.488,0.21138,1.48396,0.4736,0.6166,0.3582,0.10676,5.0,0.05556,0.0,0.0,0.0,0.0,0.86111,0.08333,114.6762,127.43109,130.39351
1306,Al-Amin Hossain,MEDIUM_SEAM,1.0,1343,0.01117,0.00149,IPL_Men,129.17701,4.18884,114.03,140.8644,127.0602,131.409,606.0,0.0324,-0.32026,7.3453,0.29856,1.84671,0.02347,0.80606,0.34373,0.25185,606.0,0.25242,0.00149,0.12435,0.00074,0.02159,0.53909,0.06031,127.73772,130.33186,131.24293
1307,Naeem Islam,unknown,0.0,195,0.02051,0.0,IPL_Men,83.28712,4.16026,72.0252,92.1384,80.7984,86.4216,125.0,0.05,0.04924,4.8006,0.25876,1.33448,0.02524,0.59824,-0.024,0.20834,121.0,0.24103,0.03077,0.0,0.0,0.0,0.13333,0.59487,81.83736,83.28007,85.61536
1308,Anton Devcich,unknown,0.0,323,0.03096,0.0031,IPL_Men,89.67613,5.04463,75.2076,100.5984,86.22,93.7152,137.0,0.0563,-0.24912,4.70262,0.28418,1.7815,0.00287,0.52718,0.25199,0.17455,136.0,0.14551,0.02786,0.00929,0.0,0.0,0.5418,0.27554,89.25081,91.58155,129.56412
1309,Sheldon Cottrell,FAST_SEAM,0.0,1290,0.03488,0.00233,IPL_Men,132.41539,7.27879,97.4124,148.77,129.7098,136.6416,1027.0,0.055,-0.01884,7.4336,0.32216,2.53527,-0.09877,0.87138,-0.07993,0.28059,1009.0,0.2845,0.0186,0.29147,0.0031,0.05271,0.20465,0.14496,130.42738,134.02217,133.90874
1351,Tanwir Afzal,unknown,0.0,49,0.02041,0.0,IPL_Men,117.153,4.71673,98.7336,127.7568,115.9587,119.4786,48.0,0.0403,-0.12758,6.83935,0.1965,1.20388,0.21817,0.66504,0.34575,0.15848,48.0,0.71429,0.0,0.14286,0.0,0.0,0.0,0.14286,108.4962,115.7346,118.8322
1354,Nadeem Ahmed,unknown,0.0,84,0.0,0.0,IPL_Men,89.75327,3.81143,82.1628,98.6904,87.3018,92.6667,82.0,0.0425,-0.12204,5.25501,0.2103,0.81324,0.00398,0.63998,0.12601,0.09969,82.0,0.36905,0.0,0.0119,0.0,0.0,0.0119,0.60714,89.93697,89.05087,129.56412
1360,Kinchit Shah,unknown,0.0,19,0.0,0.0,IPL_Men,87.6094,2.21054,82.9692,92.4984,86.2875,89.3151,18.0,0.0252,-0.003,4.95228,0.16983,0.99592,-0.20494,0.57294,-0.20194,0.07525,18.0,0.31579,0.0,0.0,0.0,0.0,0.05263,0.63158,87.6094,121.7758,129.56412
1361,Aizaz Khan,unknown,0.0,58,0.0,0.0,IPL_Men,124.91524,2.79096,113.778,130.5396,123.1632,126.4815,56.0,0.0223,-0.24845,7.79673,0.20443,1.76653,0.02021,0.78489,0.26866,0.16586,56.0,0.48276,0.0,0.36207,0.0,0.05172,0.01724,0.08621,123.95949,125.4887,129.56412
1362,Nizakat Khan,unknown,0.0,6,0.0,0.0,IPL_Men,86.31216,4.08459,82.7676,92.5704,82.998,87.9984,5.0,0.0473,-0.0422,4.9128,0.27927,1.91339,0.024,0.5664,0.0662,0.04916,5.0,0.16667,0.0,0.0,0.0,0.0,0.16667,0.66667,86.31216,121.7758,129.56412
1365,Andy McBrine,OFF_SPIN,1.0,1819,0.0077,0.0,IPL_Men,86.62014,4.21487,73.836,100.0332,83.9961,89.0676,442.0,0.0487,-0.19842,5.01189,0.28889,1.05112,-0.02264,0.66743,0.17577,0.26295,442.0,0.07587,0.0,0.0011,0.0,0.0,0.75371,0.16932,86.33281,87.6275,85.1559
1381,Steve Tikolo,unknown,0.0,88,0.0,0.01136,IPL_Men,82.64602,4.78748,72.684,92.9772,78.4242,86.3082,70.0,0.0579,-0.2648,4.67569,0.15536,1.14583,-0.08451,0.70603,0.18029,0.30502,70.0,0.21591,0.02273,0.01136,0.0,0.0,0.01136,0.73864,82.64602,121.7758,129.56412
1382,Thomas Odoyo,MEDIUM_SEAM,1.0,124,0.03226,0.0,IPL_Men,122.87272,6.21757,89.9568,133.0056,120.4011,126.5931,106.0,0.0506,-0.29517,7.54958,0.22295,1.8906,-0.11585,0.78339,0.17932,0.17901,106.0,0.54839,0.00806,0.30645,0.0,0.04032,0.01613,0.08065,116.154,123.96382,123.48401
1417,Safyaan Sharif,MEDIUM_SEAM,1.0,239,0.02929,0.01674,IPL_Men,126.91368,4.67086,116.604,134.1972,125.2818,130.3488,35.0,0.0368,-0.30054,6.66271,0.19982,1.88835,-0.08271,0.79609,0.21783,0.1149,35.0,0.07531,0.0,0.03347,0.0,0.0,0.85356,0.03766,124.38227,127.43109,129.91972
1418,Michael Leask,OFF_SPIN,1.0,216,0.01852,0.0,IPL_Men,86.50057,3.53362,80.9208,100.2132,83.8737,88.1532,62.0,0.0409,-0.11868,4.80955,0.31611,1.10079,0.05845,0.73469,0.17713,0.23635,62.0,0.08796,0.0,0.0,0.0,0.0,0.7037,0.20833,86.22213,87.55006,88.28374
1420,Manjula Guruge,unknown,0.0,156,0.01923,0.0,IPL_Men,120.62439,5.39994,100.9332,134.3772,118.3032,123.8256,138.0,0.0448,0.13184,7.10276,0.23098,1.26878,-0.1258,0.82607,-0.25764,0.18002,138.0,0.58974,0.0,0.19872,0.0,0.0,0.11538,0.09615,116.7792,119.78824,123.26312
1421,Kamran Shazad,unknown,0.0,31,0.0,0.03226,IPL_Men,131.1972,4.6998,114.9336,136.5984,128.2041,135.2862,30.0,0.0358,-0.1703,7.49163,0.22684,2.74002,0.09403,0.827,0.26433,0.18347,30.0,0.32258,0.06452,0.3871,0.0,0.09677,0.0,0.12903,90.39757,130.52312,132.36153
1455,Aftab Alam,MEDIUM_SEAM,1.0,615,0.02276,0.00163,IPL_Men,130.13107,5.37749,105.9156,138.9384,128.0844,133.5348,233.0,0.0413,-0.27539,7.6111,0.31518,2.48739,-0.04398,0.8083,0.23141,0.3124,228.0,0.13333,0.01301,0.15447,0.00325,0.02114,0.62276,0.05203,129.01846,131.95421,130.02942
1460,Kraigg Brathwaite,OFF_SPIN,1.0,1542,0.00065,0.0,IPL_Men,86.15095,8.16032,61.326,137.9844,81.0684,91.9413,1130.0,0.0947,-0.13619,4.64191,0.39479,1.17058,-0.08328,0.63654,0.05291,0.24385,1127.0,0.16342,0.01167,0.00454,0.0,0.0,0.22892,0.59144,86.1306,85.65019,94.5276
1461,Usman Shinwari,MEDIUM_SEAM,0.0,623,0.01766,0.00482,IPL_Men,136.86339,3.83187,126.8892,145.854,134.0784,139.6224,257.0,0.028,0.2659,7.61119,0.41089,1.95113,0.07026,0.76849,-0.19564,0.35581,257.0,0.18941,0.00161,0.14928,0.0,0.02247,0.58266,0.05457,135.97571,137.08104,137.89397
1463,Kithuruwan Vithanage,unknown,0.0,6,0.0,0.0,IPL_Men,81.9042,1.98557,78.8868,84.2832,81.0207,83.3319,6.0,0.0242,-0.2105,5.0385,0.34348,2.08531,-0.19233,0.54833,0.01817,0.26941,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,81.9042,121.7758,129.56412
1472,Solomon Mire,unknown,0.0,369,0.04607,0.00271,IPL_Men,128.63042,6.52309,107.7768,138.2292,125.6607,133.6122,146.0,0.0507,-0.21284,8.51079,0.2789,2.48781,0.01553,1.03865,0.22838,0.23253,146.0,0.11382,0.00542,0.17344,0.0,0.08401,0.57453,0.04878,127.65442,130.50432,129.56412
1475,Scott Boland,SEAM,0.0,583,0.01544,0.0,IPL_Men,133.7622,4.82825,107.4456,145.7244,131.8032,136.3788,490.0,0.0361,-0.30329,7.49017,0.31555,1.77885,-0.02663,0.89782,0.27666,0.23932,486.0,0.46655,0.00515,0.24185,0.0,0.04288,0.15266,0.09091,132.71542,135.1112,134.40232
1476,Daniel Worrall,unknown,0.0,144,0.02778,0.0,IPL_Men,134.02113,8.2012,96.3756,149.1048,131.7852,138.438,141.0,0.0612,-0.02565,7.59505,0.38337,1.93561,0.0598,0.91103,0.08545,0.28533,141.0,0.53472,0.01389,0.31944,0.00694,0.03472,0.00694,0.08333,129.51474,136.95675,137.17532
1480,Andrew Tye,MEDIUM_SEAM,1.0,922,0.03362,0.00325,IPL_Men,125.53649,9.18781,103.9932,140.652,116.5977,133.29,730.0,0.0732,-0.26852,7.1955,0.29235,2.84093,-0.05657,0.85481,0.21195,0.21592,711.0,0.2744,0.03579,0.218,0.00434,0.07809,0.2115,0.17787,125.25394,125.35546,127.33953
1483,Nikita Miller,unknown,0.0,410,0.00488,0.0,IPL_Men,87.67184,4.19949,77.5872,101.0268,85.482,90.6642,159.0,0.0479,0.04912,4.85673,0.31494,0.99896,-0.00088,0.67351,-0.05,0.24829,158.0,0.10244,0.00488,0.00244,0.0,0.0,0.58537,0.30488,87.70621,87.4785,129.56412
1484,Vishwa Fernando,MEDIUM_SEAM,0.0,1477,0.00948,0.00135,IPL_Men,133.09558,4.43778,84.8088,144.4032,130.7124,135.6957,760.0,0.0333,0.11849,7.24608,0.3247,1.96558,-0.14447,0.78303,-0.26296,0.29773,757.0,0.24171,0.00745,0.18145,0.0,0.0088,0.48003,0.08057,132.35085,134.00603,133.75536
1486,Dilruwan Perera,OFF_SPIN,1.0,8297,0.00084,0.00169,IPL_Men,85.0291,3.97648,46.026,102.366,82.5939,87.4512,5224.0,0.0468,-0.08587,4.55102,0.29245,0.86616,0.02008,0.65031,0.10596,0.23315,5223.0,0.08762,0.00169,0.00024,0.0,0.0,0.35905,0.5514,84.93418,85.31691,85.56432
1487,Mohammad Talha,unknown,0.0,108,0.01852,0.00926,IPL_Men,136.10385,6.26729,111.546,145.3896,134.4186,140.2236,107.0,0.046,-0.27316,8.97024,0.21122,2.25339,-0.12374,0.97511,0.14942,0.20708,107.0,0.34259,0.0,0.40741,0.01852,0.18519,0.00926,0.03704,135.91731,136.749,129.56412
1490,Andre Fletcher,unknown,0.0,22,0.0,0.0,IPL_Men,84.90207,3.12034,79.8552,91.7244,82.8522,86.2542,22.0,0.0368,0.06723,4.48491,0.25247,1.93625,-0.07718,0.69809,-0.14441,0.19054,22.0,0.27273,0.09091,0.04545,0.0,0.0,0.0,0.59091,84.90207,121.7758,129.56412
1492,Hamish Bennett,MEDIUM_SEAM,1.0,314,0.03822,0.00318,IPL_Men,135.84844,9.02886,95.364,144.6228,134.01,140.9544,118.0,0.0665,-0.39356,7.2252,0.28356,2.84461,-0.07135,0.8405,0.32221,0.20204,112.0,0.11465,0.01274,0.14968,0.00318,0.03185,0.57006,0.11783,135.21955,136.86864,130.39351
1493,Imrul Kayes,ORTHODOX,0.0,6,0.0,0.0,IPL_Men,84.8975,4.39351,72.1584,100.4004,82.026,88.2459,370.0,0.0532,-0.07965,4.60936,0.27042,1.17074,-0.0592,0.64013,0.0094,0.19241,369.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.6049,86.35378,86.95849
1497,Sayed Shirzad,MEDIUM_SEAM,0.0,30,0.0,0.0,IPL_Men,125.45441,9.11598,111.8124,135.72,114.1272,133.0056,29.0,0.0727,0.15893,8.01634,0.24756,1.59148,-0.11262,0.90193,-0.27155,0.13026,29.0,0.33333,0.0,0.53333,0.0,0.06667,0.0,0.06667,121.85259,130.557,130.39351
1498,Sharafuddin Ashraf,ORTHODOX,0.0,116,0.0,0.0,IPL_Men,84.8975,4.39351,72.1584,100.4004,82.026,88.2459,370.0,0.0532,-0.07965,4.60936,0.27042,1.17074,-0.0592,0.64013,0.0094,0.19241,369.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.6049,86.35378,86.95849
1505,Matt Henry,FAST_SEAM,1.0,3916,0.01583,0.00102,IPL_Men,134.53187,5.02087,82.2168,145.0872,132.5844,137.5137,1688.0,0.0373,-0.2553,7.73145,0.27762,2.46254,-0.06725,0.89467,0.18806,0.22485,1678.0,0.20072,0.00715,0.14709,0.00358,0.05031,0.52196,0.0692,133.37541,135.72056,136.69119
1521,Billy Stanlake,SEAM,1.0,483,0.02277,0.0,IPL_Men,141.28677,4.87945,120.924,151.3836,138.4236,144.8046,335.0,0.0345,-0.40301,7.80502,0.19808,2.32264,-0.1861,0.98818,0.21691,0.17088,333.0,0.24638,0.01035,0.28778,0.0,0.05383,0.29814,0.10352,138.51476,142.25031,143.12445
1556,Deepak Hooda,OFF_SPIN,1.0,335,0.02985,0.0,IPL_Men,91.53913,4.58412,73.3824,109.9188,89.0406,94.3866,310.0,0.0501,0.09674,5.18935,0.36081,1.58542,0.03999,0.6554,-0.05675,0.24887,307.0,0.41194,0.04478,0.01791,0.0,0.0,0.03582,0.48955,93.54504,91.29454,91.47912
1560,Monu Kumar,SEAM,0.0,16,0.1875,0.0625,IPL_Men,126.62208,9.48999,106.8228,136.2132,127.0746,132.6618,15.0,0.0749,-0.0585,8.13671,0.34357,2.07528,0.31979,0.80129,0.37829,0.2164,14.0,0.375,0.0,0.3125,0.0,0.125,0.0625,0.125,120.10886,123.17136,132.32115
1561,Avesh Khan,FAST_SEAM,1.0,568,0.03521,0.00352,IPL_Men,134.33836,7.22179,106.4772,149.1228,130.2525,139.3911,556.0,0.0538,-0.35572,7.36506,0.32505,2.97181,-0.15811,0.84462,0.1976,0.22379,522.0,0.26232,0.06338,0.35387,0.0,0.09507,0.06338,0.16197,133.05565,134.04575,136.50418
1564,Sarfaraz Khan,LEG_SPIN,1.0,2,0.0,0.0,IPL_Men,91.8756,0.66185,91.4076,92.3436,91.6416,92.1096,2.0,0.0072,-0.1185,6.135,0.33163,0.70711,-0.28,0.5915,-0.1615,0.15486,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8756,86.51212,88.8083
1578,Zafar Gohar,unknown,0.0,61,0.01639,0.0,IPL_Men,87.77969,1.7292,83.3616,91.6668,86.5728,89.1072,61.0,0.0197,0.05682,4.28692,0.27041,1.34401,-0.19479,0.63259,-0.25161,0.25905,61.0,0.18033,0.04918,0.0,0.0,0.0,0.0,0.77049,87.29104,88.947,129.56412
1586,Najmul Hossain Shanto,OFF_SPIN,1.0,4,0.0,0.0,IPL_Men,85.76454,4.76166,70.4754,101.4408,83.2446,88.5663,253.5,0.0577,-0.08388,4.67617,0.31081,1.21174,0.02247,0.65099,0.08884,0.23035,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85.67964,86.56654,88.28374
1588,Mosaddek Hossain,OFF_SPIN,1.0,792,0.01263,0.0,IPL_Men,86.41687,5.45564,73.314,142.9452,83.5074,89.7435,458.0,0.0631,-0.06224,4.77914,0.27807,1.27403,0.03812,0.6304,0.10035,0.25963,458.0,0.1553,0.01136,0.00126,0.0,0.0,0.41162,0.42045,86.43776,86.23417,88.28374
1590,Abu Hider,unknown,0.0,72,0.0,0.0,IPL_Men,128.38715,5.65036,104.148,145.584,126.3744,131.3172,61.0,0.044,-0.04998,7.25902,0.43412,2.2709,-0.05121,0.6333,-0.00123,0.30214,61.0,0.45833,0.01389,0.25,0.02778,0.01389,0.09722,0.13889,127.1565,128.08671,129.49097
1592,Jubair Hossain,unknown,0.0,115,0.0,0.0087,IPL_Men,81.24093,2.264,74.196,85.0068,80.226,83.151,27.0,0.0279,-0.12119,3.83478,0.21918,1.80166,-0.01648,0.63419,0.1047,0.18996,27.0,0.02609,0.02609,0.0087,0.0,0.0,0.75652,0.18261,81.24093,121.7758,129.56412
1594,Mustafizur Rahman,FAST_SEAM,0.0,4548,0.01935,0.00286,IPL_Men,129.56957,6.70918,84.5496,144.9576,125.3916,134.5392,3383.0,0.0518,0.11293,6.91475,0.35636,2.36766,-0.15994,0.76705,-0.27287,0.27967,3321.0,0.33575,0.02287,0.18668,0.00308,0.03496,0.25967,0.15699,128.75017,129.98819,131.51954
1597,Mehidy Hasan,OFF_SPIN,1.0,6058,0.00165,0.00017,IPL_Men,84.78563,3.84904,69.4656,101.016,82.4328,87.1956,4600.0,0.0454,-0.07048,4.67567,0.29407,0.97811,0.04416,0.66203,0.11464,0.24653,4599.0,0.15401,0.00528,0.0,0.0,0.0,0.23011,0.6106,84.41978,85.49216,86.20085
1616,Kyle Jamieson,MEDIUM_SEAM,1.0,561,0.01783,0.01604,IPL_Men,131.82436,6.29161,58.5576,140.868,130.5414,135.2025,482.0,0.0477,-0.27479,7.25954,0.34013,2.29735,-0.11637,0.86619,0.15841,0.26504,474.0,0.39572,0.01426,0.24955,0.00713,0.04991,0.13369,0.14973,131.3053,133.19348,131.87633
